* 2006-03-02/ DATA06.F1; DATA07.F1; DATA08.F1; 
* Freq. Range: 3.123e4 - 5.998e9 MHz; Points: 3265
* nAvg1: 2
* Format: Freq. [Hz], Re, Im
0.	  -0.0064698  0.0
31230.   0.0081157   0.0248718
62460.   0.0227012   0.0430297
93690.   0.0402717   0.0522651
124920.   0.0562667   0.0548172
156150.   0.0692749   0.0532608
187380.   0.0792236   0.0494918
218610.   0.0865478   0.0449142
249840.   0.0918426   0.0402526
281070.   0.0953979   0.0357666
312300.   0.0979156   0.0318679
343530.   0.0998458   0.0282516
374760.   0.101043   0.0252494
405990.   0.101928   0.0225753
437220.   0.102542   0.0201606
468450.   0.103012   0.0181617
499680.   0.103344   0.016201
530910.   0.103614   0.0145454
562140.   0.103576   0.0130157
593370.   0.103637   0.0118064
624600.   0.103763   0.0105285
655830.   0.103668   0.0094184
687060.   0.103607   0.008419
718290.   0.103633   0.0075416
749520.   0.103527   0.0066108
780750.   0.103508   0.0058403
811980.   0.103485   0.0050201
843210.   0.10337   0.0044059
874440.   0.103305   0.003807
905670.   0.103282   0.0031471
936900.   0.103199   0.0025177
968130.   0.102996   0.0020179
999360.   0.103061   0.0014267
1.046205e6   0.102933   0.00068085
1.077435e6   0.102832   0.000188799
1.108665e6   0.102748   -0.00030899
1.139895e6   0.102689   -0.000780105
1.171125e6   0.102626   -0.00119018
1.202355e6   0.102561   -0.00162124
1.233585e6   0.10251   -0.00211334
1.264815e6   0.102407   -0.0025177
1.296045e6   0.102252   -0.00282096
1.327275e6   0.102182   -0.00325011
1.358505e6   0.102136   -0.00364685
1.389735e6   0.102035   -0.0039978
1.420965e6   0.101925   -0.00435829
1.452195e6   0.10181   -0.00471877
1.483425e6   0.101734   -0.00510024
1.514655e6   0.101675   -0.00542449
1.545885e6   0.101566   -0.00575637
1.561512e6   0.101515   -0.0061016
1.577127e6   0.101438   -0.00624465
1.608345e6   0.101288   -0.00638008
1.639575e6   0.101184   -0.00669288
1.670805e6   0.101093   -0.00699806
1.702035e6   0.101009   -0.00728988
1.733265e6   0.100912   -0.00754928
1.764495e6   0.100833   -0.00783539
1.795725e6   0.100692   -0.0081234
1.826955e6   0.100523   -0.00837898
1.858185e6   0.100454   -0.00867081
1.889415e6   0.100378   -0.00897598
1.920645e6   0.100257   -0.00922393
1.951875e6   0.100137   -0.00947189
1.983105e6   0.100057   -0.00975227
2.560884e6   0.0981767   -0.0132618
3.4353525e6   0.09523   -0.0180816
4.2161145e6   0.0929413   -0.0213641
5.465334e6   0.089901   -0.0257015
6.870705e6   0.0863914   -0.0299148
7.651467e6   0.0843143   -0.0321693
8.588382e6   0.0821476   -0.0344543
1.0149906e7   0.0786591   -0.0377159
1.1086819e7   0.0766029   -0.0395088
